-0.05214115	0.026594225	-0.036286213	-0.034133427	0.05983098	-0.07542807	0.037579015	-0.02106131	-0.035465	-0.04576637	-0.062122907	0.011256906	0.0059844446	-0.013823925	0.15060665	-0.0710876
-0.00040721672	0.052885234	-0.06594614	-0.053482447	0.04206862	-0.043977834	0.041548576	-0.062373307	-0.026830282	-0.031307947	-0.04150532	-0.047216732	0.014316852	0.014465984	0.17518322	-0.0015129934
-0.043922585	0.018067112	0.027901575	0.023901489	0.040130094	-0.09053271	0.055951905	-0.064111605	-0.09677013	-0.036983922	-0.011809998	-0.04678747	0.008101072	0.08055294	0.14349373	-0.017285267
0.01218599	0.02864892	-0.013788123	0.001233361	0.032467842	-0.0060215117	0.030777665	0.0048309546	-0.0886614	-0.080008045	-0.0004546086	-0.06745694	0.013850001	0.044290233	0.122119375	0.049451493
-0.010671131	-0.0106474	-0.05625268	0.019099006	0.014403486	-0.09617245	0.058418494	-0.04321724	-0.10119067	-0.047221377	-0.019943949	-0.005188734	0.008310983	-0.026907947	0.10774388	0.025800094
-0.02317355	0.0041935993	-0.013920744	-0.08949234	-0.033271853	0.006945438	0.092382	0.015902078	-0.13917175	0.038158838	-0.008387905	0.019554175	-0.026667494	0.014827862	0.050115928	-0.040186692
0.0044081127	-0.024669781	-0.06061177	0.0035637142	0.061368715	-0.10201355	0.08834307	-0.07499472	-0.12473903	-0.0009202915	-0.018423503	-0.02792697	0.08313293	-0.03535587	0.23412345	-0.0026508323
0.012707381	0.075670615	-0.025255209	-0.0035999056	0.0114921965	-0.024818031	0.07919563	0.042170003	-0.15680501	-0.047830477	-0.0064272527	-0.00092603156	0.028585	0.03920771	0.13960804	-0.014844166
0.03259239	0.041344885	-0.07088308	-0.0035013205	-0.037062474	-0.0088180695	0.057590086	-0.04912514	-0.09912263	-0.0043258113	-0.0731948	-0.08424348	0.048468903	0.03384556	0.12912026	0.043370847
-0.009445233	0.02703665	0.015092908	0.049176805	0.101017356	-0.036813628	0.019390726	-0.08102424	-0.10133149	-0.05336021	-0.029741902	-0.0066941846	0.050038945	0.047101628	0.12509444	0.108232826
0.040265657	0.024328489	-0.009832883	-0.04174093	0.071726575	-0.03886531	0.06570582	-0.05126158	-0.06861262	-0.029128805	-0.013486939	-0.0064123957	-0.022834135	0.012882577	0.053357583	0.023563776
-0.029050084	0.07995506	0.035661794	-0.00054913195	0.0014369455	-0.1005819	0.07456912	0.06393051	-0.08981277	-0.04349222	-0.05902868	-0.018976346	-0.002043625	0.03792587	0.111409225	0.042291798
-0.002365587	-0.057301737	0.010224447	-0.025992967	-0.034523945	0.008091168	-0.010829321	0.03267633	-0.14840387	-0.024702549	0.008659926	-0.029223628	0.0040209424	0.03723403	0.08057153	0.0068632592
0.009839534	-0.045862406	-0.08287704	0.007600505	-0.07892693	-0.17312253	-0.0034318473	-0.036852133	0.013191693	-0.09547639	-0.029761123	-0.025000373	0.074991144	0.025544617	0.027039327	-0.033860806
-0.052136377	0.041141137	-0.051933013	0.059000295	0.065757066	0.032242384	0.038849954	-0.022846764	-0.12727469	-0.11753037	-0.014750783	-0.031169703	-0.0060943733	0.13296686	0.07070568	-0.026037844
0.07475241	0.008489233	0.0024365666	-0.030931866	0.029717406	-0.0646056	0.08112392	-0.047283545	-0.028781256	0.0429899	-0.04276257	0.015643528	-0.07750203	0.0007017152	0.18524039	0.011247317
-0.0126708485	-0.033634834	-0.008973437	0.030392103	0.03977959	0.03411217	0.04313415	0.09509699	-0.012670223	0.033869274	-0.00669949	-0.019835873	-0.06501311	0.07311306	0.17725557	-0.014983978
